id,category,content,purchased,timestamp,title,url
1781720041632,shopping,Soap for bathroom dispenser,false,,,
1781720048214,shopping,Stamp Ink,false,,,
1781723662857,faire,"Empression Design Co (for bookmarks events, bulk stickers not for sale)",false,,,
1781729277608,link,,,,Boba Grid,https://docs.google.com/spreadsheets/d/1fiRwYutQ7kwZHRj3SDl0LotwcvWz1DrqgJkcotni8fE/edit?gid=0#gid=0
1781729324936,link,,,,Social Media Calendar,https://docs.google.com/spreadsheets/d/1qW_qi223lKYvSffs90vnSxdHEn5ASTi7GQnmK95Qsio/edit?gid=2071333516#gid=2071333516
1781729381835,link,,,,Weekly Returns Schedule,https://docs.google.com/spreadsheets/d/1bnfMIRoIImvH_uWc2Yic3j4o7lrkRwAQYL1_OzHstEk/edit?gid=0#gid=0
