id,content,assignees,completions,author,timestamp,dueDate,completedAt,updatedAt
1781727534150,"Ash to update the due date for the  [""Get to Know""](https://www.canva.com/design/DAHLt5IfHAQ/kvWwYxoJfKeeV8U6OznCqg/edit) booksellers social post adds","[""1""]","{""1"": false}",4,2026-06-17T20:18:54.150Z,2026-06-24,,1781746840256
1781729411801,Harper Collins Returns,"[""All""]","{""All"": false}",6,2026-06-17T20:50:11.801Z,2026-06-27,,1781746840256
1781727498804,"Complete your [""Get to Know""](https://www.canva.com/design/DAHLt5IfHAQ/kvWwYxoJfKeeV8U6OznCqg/edit)  social page","[""1"", ""2"", ""3"", ""4"", ""5"", ""6""]","{""1"": false, ""2"": false, ""3"": false, ""4"": false, ""5"": true, ""6"": false}",1,2026-06-17T20:18:18.804Z,2026-06-30,,1781746840256
1780454883939,submit August time off,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6""]","{""1"": false, ""2"": false, ""3"": false, ""4"": false, ""5"": true, ""6"": false}",6,2026-06-03T02:48:03.939Z,2026-06-30,,1781746840256
1781719991604,Please email Lena a list of UK titles you'd like us to carry at the store. She will be making an opening order and would like to include bookseller favorites :D,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6""]","{""1"": false, ""2"": false, ""3"": false, ""4"": false, ""5"": false, ""6"": false}",6,2026-06-17T18:13:11.604Z,2026-07-15,,1781746840256
